,gender,age,nationality,sport,university_grade,debateclub_exp,international_exp,ind-entrepeneur_exp,languages,degree,company,decision,probability
1136,male,30,Dutch,Rugby,59,True,False,True,3,master,B,True,0.9999999892570602
646,male,27,German,Football,54,True,True,False,2,phd,A,False,0.9999928100034483
3247,male,26,Dutch,Golf,56,False,True,False,1,master,D,False,1.7103339856070888e-14
1913,male,27,Belgian,Football,54,False,True,True,2,master,B,True,0.9991997691629138
3600,male,24,German,Rugby,58,False,False,False,2,bachelor,D,False,1.1279450403003103e-12
3183,female,25,Dutch,Tennis,64,False,False,False,1,bachelor,D,False,0.03976029151602135
153,other,24,Dutch,Chess,70,False,False,False,1,master,A,True,1.0
1327,male,22,Dutch,Football,64,False,False,False,1,bachelor,B,False,0.0013335554641777
3857,female,28,Dutch,Chess,60,False,False,False,1,master,D,False,8.792315832065743e-08
2573,male,27,Belgian,Swimming,52,True,False,False,2,bachelor,C,False,3.8766630474360534e-10
650,male,25,Dutch,Rugby,57,False,False,False,1,master,A,True,0.9277401968032862
2908,female,30,Dutch,Rugby,59,False,True,False,1,bachelor,C,True,0.9985903247557704
1965,male,26,Dutch,Football,62,True,False,True,3,bachelor,B,True,0.8397472088888334
2509,male,29,Dutch,Swimming,55,False,False,False,1,bachelor,C,False,0.000635918935819173
945,male,27,Dutch,Football,55,False,False,False,1,bachelor,A,False,0.19325670122155464
3814,male,29,Dutch,Cricket,67,False,True,False,1,master,D,True,0.993194767561635
2370,male,32,Dutch,Golf,58,False,False,False,1,bachelor,C,True,0.35747601950645236
2060,male,28,Dutch,Rugby,66,False,True,False,0,phd,C,False,0.20335314594454618
2787,female,26,Dutch,Rugby,53,False,True,False,0,master,C,True,0.7996008221619139
480,male,27,Dutch,Swimming,68,False,False,False,1,bachelor,A,False,0.10484158329514393
766,male,25,Dutch,Football,62,True,False,False,2,master,A,True,0.9015901287126218
2377,male,27,Dutch,Rugby,57,False,False,False,1,bachelor,C,False,0.20254702542698422
2816,male,27,Dutch,Football,51,False,False,False,1,bachelor,C,False,0.00022115251403675689
1631,male,25,Dutch,Tennis,66,False,False,False,2,master,B,True,0.40389550205809355
3524,female,26,German,Chess,60,False,False,False,0,bachelor,D,False,1.7823477090808915e-11
2776,male,25,Dutch,Football,59,True,True,True,2,master,C,True,0.9988163893998556
2521,female,23,Dutch,Chess,67,False,False,False,1,bachelor,C,False,8.862389216249522e-05
8,female,28,Dutch,Football,65,True,False,True,3,bachelor,A,False,0.3824465159136874
552,female,28,Belgian,Tennis,74,False,False,True,2,bachelor,A,False,0.9755452891563903
1742,male,23,Dutch,Swimming,58,False,False,False,0,bachelor,B,False,1.2305902416548943e-07
3705,male,28,Dutch,Rugby,66,True,True,True,3,master,D,True,0.9959963702920741
2642,female,24,Dutch,Running,63,False,False,False,1,master,C,False,0.13895160081262448
2775,male,26,Dutch,Rugby,51,True,True,False,2,master,C,True,0.8306474242697148
3427,male,23,Dutch,Cricket,75,False,False,True,2,master,D,True,0.9999999388923482
2444,female,25,German,Swimming,63,False,False,False,1,bachelor,C,True,1.7039151389337712e-05
1027,female,22,Dutch,Tennis,63,False,False,False,1,bachelor,B,False,6.414891627182867e-05
2226,female,31,Dutch,Golf,56,False,False,False,1,bachelor,C,False,0.03320379539011401
3011,male,25,Dutch,Football,50,False,False,False,2,master,D,False,3.252850438772939e-17
3622,female,22,Dutch,Chess,57,False,False,False,0,bachelor,D,False,6.890350759355077e-11
219,male,24,German,Swimming,67,False,False,False,1,bachelor,A,False,0.0004497767010776563
403,male,27,Dutch,Rugby,69,False,True,False,0,master,A,False,0.00010575520763994881
2539,male,23,Dutch,Chess,69,False,False,False,1,bachelor,C,False,0.00019992381368394584
1254,female,25,Dutch,Cricket,60,False,False,True,2,bachelor,B,True,0.6111193308725528
1208,female,26,Dutch,Football,63,True,True,False,2,master,B,True,0.5063828789173742
2957,female,24,Dutch,Chess,62,False,False,False,1,bachelor,C,False,4.3290867395048366e-05
3714,female,22,Dutch,Tennis,66,False,False,False,1,bachelor,D,True,0.04895552185081623
3771,female,24,Dutch,Football,57,False,False,False,2,master,D,False,6.813709641760277e-08
564,female,28,German,Swimming,58,False,True,False,0,master,A,False,4.0408605199659006e-05
3545,female,27,Belgian,Chess,67,False,False,False,1,master,D,True,0.2106631108646763
791,female,22,Dutch,Tennis,72,False,False,False,1,bachelor,A,True,0.006819377248189041
807,female,25,Dutch,Chess,59,False,False,False,1,bachelor,A,False,0.7547371127910486
2159,male,27,Dutch,Rugby,65,False,True,False,1,master,C,True,0.9165995240124993
1638,male,27,Dutch,Football,64,True,False,False,2,master,B,True,0.4706821151991687
3890,female,27,Dutch,Swimming,65,False,False,False,0,bachelor,D,True,0.018819188094910747
2485,male,26,Dutch,Swimming,63,True,False,True,3,master,C,True,0.7576603797307118
1360,female,31,Belgian,Golf,60,False,True,False,1,bachelor,B,False,0.00010643752763321958
151,male,28,Dutch,Football,48,False,False,False,1,bachelor,A,False,3.377710304718374e-07
338,female,23,Belgian,Chess,61,False,False,False,1,master,A,True,0.01663089443443944
3231,female,28,Dutch,Chess,69,False,False,False,0,master,D,False,0.0027451406602190327
3090,male,24,Dutch,Rugby,56,False,False,True,2,master,D,False,1.8972064578410512e-21
1847,male,26,Dutch,Rugby,63,True,True,False,2,bachelor,B,True,0.9748445815342992
3915,male,27,Dutch,Running,62,False,False,False,1,master,D,False,0.0008733721414283689
1065,female,21,Dutch,Swimming,63,False,False,False,1,bachelor,B,False,0.00010046748442895425
2784,female,26,Dutch,Swimming,62,False,False,False,0,master,C,False,0.0005744327651445997
1978,female,27,Dutch,Running,65,False,False,False,1,bachelor,B,False,0.01534473967529548
302,female,21,Dutch,Chess,62,False,False,False,1,bachelor,A,True,0.6630615729888162
2798,male,24,Dutch,Football,63,True,True,True,2,master,C,False,0.9909289943157579
1520,female,24,Dutch,Swimming,62,False,False,False,1,bachelor,B,False,0.00020348755607984024
2588,male,25,German,Football,52,False,False,False,2,master,C,True,0.5793841040635954
323,female,27,German,Tennis,66,False,True,True,2,master,A,True,0.9998913913089829
2195,male,30,Dutch,Football,54,True,True,False,3,master,C,True,0.04742533029554191
656,male,25,Dutch,Golf,66,False,False,False,1,bachelor,A,False,0.26736030587167126
3715,male,26,Dutch,Football,64,True,False,True,3,master,D,False,0.004282053398708481
3366,female,25,German,Cricket,69,False,False,False,1,master,D,True,0.999987039269149
1552,male,31,Dutch,Golf,60,False,True,False,0,master,B,False,4.158079189328392e-14
892,male,25,Dutch,Tennis,52,False,False,True,2,bachelor,A,False,0.09093400558913237
294,male,30,Dutch,Rugby,51,True,False,True,2,master,A,False,0.005276131907875915
469,female,28,Dutch,Swimming,59,True,True,True,3,master,A,True,0.9962981897579146
1135,male,27,Dutch,Football,66,False,False,True,2,bachelor,B,False,0.1252389003926092
3224,female,26,Dutch,Running,58,False,False,False,0,bachelor,D,False,7.338709340996224e-09
2984,female,22,Dutch,Chess,72,False,False,False,2,master,D,True,0.9999999955272556
167,female,25,Dutch,Golf,61,False,False,False,1,bachelor,A,False,0.15873095239072732
914,female,23,Dutch,Swimming,58,False,False,False,1,bachelor,A,False,0.20867105712785344
774,male,29,Dutch,Rugby,49,False,False,False,2,bachelor,A,False,9.856958611151091e-05
1784,female,26,Dutch,Chess,67,False,False,False,0,master,B,False,8.90538685988927e-19
2190,male,31,Dutch,Rugby,66,False,True,False,0,phd,C,False,0.0055073070442697315
1950,male,28,Dutch,Tennis,64,False,False,False,1,bachelor,B,False,4.4841841912938914e-05
1780,female,27,German,Chess,74,False,False,True,2,master,B,False,0.9998757864975428
1410,male,26,German,Golf,53,False,True,False,0,bachelor,B,False,7.216085101035535e-21
621,male,27,Dutch,Tennis,58,False,False,False,1,bachelor,A,False,0.006932721045327229
721,female,23,Dutch,Swimming,67,False,True,False,1,bachelor,A,True,0.9974514029140512
3944,female,26,Dutch,Swimming,63,False,True,False,0,master,D,False,4.699942146458168e-07
1237,male,25,Dutch,Football,53,True,False,True,3,master,B,True,0.9999554281070943
3314,female,21,Belgian,Golf,72,False,False,False,1,master,D,True,0.9999995330457165
1562,male,25,German,Golf,70,False,False,True,2,bachelor,B,False,0.7974005429798255
2144,male,24,Dutch,Football,58,True,False,True,2,bachelor,C,False,0.18398980286227642
2598,male,27,Dutch,Swimming,54,False,False,True,2,bachelor,C,False,0.23684888761167086
1725,male,29,Dutch,Rugby,61,True,False,True,2,master,B,True,0.9999189963924566
2419,female,25,Belgian,Swimming,67,False,False,False,0,master,C,False,2.8236782538941154e-07
1406,female,25,Belgian,Swimming,62,False,False,False,1,bachelor,B,False,1.9799872049305053e-05
585,male,24,Dutch,Football,54,True,False,True,2,bachelor,A,False,0.4382443096698256
3882,female,24,Belgian,Swimming,68,False,False,False,1,bachelor,D,True,0.7526100040907414
1567,female,21,Dutch,Swimming,69,False,False,False,1,bachelor,B,False,0.0004938389773613593
532,female,21,Dutch,Football,60,False,False,True,2,bachelor,A,False,0.5653202667084012
116,male,24,Dutch,Football,59,True,False,True,3,bachelor,A,True,0.14624927949610284
718,female,26,Dutch,Swimming,50,True,False,True,3,bachelor,A,False,4.187759667331689e-10
3904,female,28,Dutch,Chess,64,False,False,False,0,master,D,False,1.1814372561851865e-06
3923,male,24,Dutch,Rugby,51,True,False,False,2,bachelor,D,False,1.312772847488574e-31
595,female,28,Dutch,Tennis,68,True,False,True,2,bachelor,A,False,0.005742043663633945
3321,male,28,Dutch,Chess,69,False,False,False,0,phd,D,False,7.190453872453488e-06
3848,female,29,Dutch,Swimming,55,False,False,False,1,bachelor,D,False,2.3986610164877443e-11
1361,male,26,Dutch,Swimming,73,True,False,True,2,master,B,True,0.9951051389676133
3806,male,29,Dutch,Football,66,False,False,False,2,master,D,True,0.9271545451332934
919,male,22,German,Swimming,60,False,False,False,2,bachelor,A,False,0.029711813648346
2983,male,30,Dutch,Swimming,58,False,False,False,0,master,D,False,3.389504763650071e-11
999,female,27,Dutch,Chess,74,False,False,False,1,master,B,False,2.3639108748400065e-09
1457,female,27,German,Football,64,True,False,False,2,bachelor,B,True,0.9995825101832957
2585,female,22,Dutch,Cricket,63,False,False,False,1,bachelor,C,False,0.00405928728900449
2238,female,22,Dutch,Tennis,71,False,False,False,2,master,C,False,1.7103394297175375e-07
3775,female,28,Dutch,Running,70,False,True,False,1,phd,D,True,0.993008280383889
1689,male,22,Belgian,Tennis,62,False,False,False,1,bachelor,B,False,3.627775325623443e-06
3414,male,21,Dutch,Golf,66,False,False,False,2,master,D,True,0.2572314959180832
631,male,27,Dutch,Rugby,59,True,True,True,3,master,A,True,0.9997309892145054
93,male,25,Dutch,Running,63,False,False,False,1,master,A,False,0.05733362626952483
107,male,28,Dutch,Tennis,58,True,False,False,2,bachelor,A,False,0.7912293252367896
676,male,30,Dutch,Rugby,67,False,False,False,0,phd,A,False,8.642775529189234e-06
1982,female,31,Belgian,Cricket,56,False,False,False,0,master,C,False,0.0007095208948366467
68,female,24,Dutch,Swimming,57,False,False,False,1,bachelor,A,False,0.15793773315660614
1505,female,24,Dutch,Running,56,False,False,False,1,bachelor,B,False,0.0005134716945449383
1714,male,22,Dutch,Tennis,70,False,False,True,2,master,B,True,0.08764951310712846
367,male,25,Dutch,Swimming,56,True,False,True,3,bachelor,A,True,0.00013910013681676998
743,female,22,Dutch,Swimming,71,True,False,True,2,master,A,True,0.8565327081400641
492,female,27,Dutch,Cricket,56,False,False,False,1,bachelor,A,True,0.1956920793504571
629,female,22,Dutch,Cricket,65,False,False,False,1,master,A,False,0.3383023737797651
2445,female,30,Dutch,Football,55,False,True,False,1,master,C,True,0.9919521985578778
411,female,29,Dutch,Rugby,63,False,False,False,2,bachelor,A,True,0.5248034969700347
263,male,30,Dutch,Rugby,54,True,False,True,3,master,A,False,0.9323481816281673
3153,male,21,Dutch,Swimming,56,False,False,False,1,bachelor,D,False,3.2435559214648174e-10
3605,female,22,Dutch,Running,71,False,False,False,1,master,D,True,0.9871714263398915
669,female,21,Dutch,Football,59,False,False,False,2,bachelor,A,False,0.1857880276464209
16,male,28,Dutch,Cricket,63,False,True,False,1,phd,A,False,0.7110745579669099
1833,female,22,Dutch,Running,63,False,False,False,1,master,B,False,4.011519522846438e-09
3229,female,27,Dutch,Cricket,68,False,False,False,1,bachelor,D,True,0.9854859463705847
3753,female,22,Dutch,Football,61,True,False,False,2,bachelor,D,False,4.1914229918998966e-06
2094,male,22,Belgian,Tennis,73,True,False,True,2,master,C,False,3.5796160392237836e-12
25,male,24,Dutch,Football,68,False,False,False,2,master,A,False,0.8801544027785472
3077,female,22,Dutch,Tennis,61,False,False,False,2,bachelor,D,False,8.818180703316532e-06
2067,female,29,Dutch,Swimming,62,False,False,False,2,bachelor,C,False,0.00060979078648133
789,male,28,Dutch,Swimming,67,False,False,False,2,bachelor,A,True,0.17840780707845857
3350,female,30,Dutch,Football,60,False,True,False,1,master,D,False,0.00017968060826329307
2453,female,27,Dutch,Football,66,False,True,False,1,master,C,True,0.9956204523504861
1761,male,30,Dutch,Swimming,58,True,True,False,2,master,B,False,0.9979604635532183
3388,female,28,Dutch,Running,58,False,False,False,0,bachelor,D,False,1.587100990345311e-08
1906,male,28,German,Rugby,57,False,False,False,2,bachelor,B,True,0.8917765582617352
2360,female,29,Dutch,Cricket,65,False,False,False,1,master,C,True,0.6794246685136206
2866,male,25,German,Football,58,True,False,True,2,master,C,False,0.424117723288783
2565,male,30,German,Rugby,59,True,False,True,3,master,C,True,0.9987551336681103
3504,male,22,Dutch,Golf,68,False,False,False,1,bachelor,D,False,0.9776903196564845
888,male,22,Dutch,Cricket,68,False,False,False,2,bachelor,A,False,0.003511933606592454
3204,female,25,Dutch,Football,71,False,False,True,2,bachelor,D,True,0.6888058884670007
3522,male,23,Dutch,Running,65,False,False,False,2,bachelor,D,True,0.026199615588098437
1866,female,26,German,Cricket,67,True,False,False,2,bachelor,B,False,0.9664308182523541
3456,female,26,Belgian,Golf,58,False,False,False,0,bachelor,D,False,2.694399698457638e-15
1553,male,25,Dutch,Rugby,50,True,False,False,2,bachelor,B,True,0.35727089064014916
1145,male,29,Dutch,Rugby,55,False,True,False,1,bachelor,B,False,0.02130534934642445
3403,female,28,Dutch,Chess,74,False,True,False,0,phd,D,False,0.03700271685966017
3021,male,26,Dutch,Rugby,45,False,False,False,1,bachelor,D,False,1.3987007037619532e-49
3868,male,27,Dutch,Football,62,True,False,True,2,bachelor,D,False,0.00901311236885311
3055,male,26,Dutch,Swimming,66,False,False,False,1,bachelor,D,True,0.265549477133622
798,male,24,Dutch,Swimming,56,False,False,False,0,bachelor,A,False,0.003989039874633897
716,female,22,Dutch,Football,62,False,False,False,1,bachelor,A,False,0.1728714236634169
2274,female,27,Dutch,Running,65,True,False,True,2,bachelor,C,False,0.00017712745204967651
504,male,26,Dutch,Rugby,63,True,True,True,2,master,A,True,0.9744919291789562
2479,female,21,Dutch,Running,62,False,False,False,2,bachelor,C,False,0.0070398074887163984
2329,female,26,Dutch,Running,64,False,False,False,0,bachelor,C,False,2.2008543427101034e-05
3907,male,27,Dutch,Football,72,False,False,False,1,master,D,True,0.9603478434135183
1790,female,28,Belgian,Swimming,68,False,False,False,1,bachelor,B,False,1.641247608822442e-05
349,male,27,Belgian,Swimming,61,True,False,True,3,master,A,True,0.10194648975635041
2532,female,25,Dutch,Golf,70,True,False,True,2,bachelor,C,False,5.958005893477728e-12
601,male,24,Dutch,Football,62,False,False,False,1,bachelor,A,False,0.37340317059025757
1297,male,21,Belgian,Football,76,True,False,False,2,phd,B,True,0.9999999994870377
249,female,32,Dutch,Cricket,56,False,False,False,1,bachelor,A,False,0.5031901391806054
886,female,23,Dutch,Chess,74,False,False,False,1,phd,A,False,0.9996557824896158
3681,male,27,Dutch,Football,64,True,False,False,2,master,D,False,0.001292374154576963
3937,female,26,Dutch,Cricket,66,False,True,False,1,phd,D,True,0.9912693603917047
2686,male,31,Dutch,Golf,53,False,False,False,0,bachelor,C,False,2.349571178478446e-05
526,other,28,German,Running,61,False,False,False,0,master,A,False,4.946000075139791e-16
2878,female,24,Dutch,Tennis,63,False,False,False,1,bachelor,C,False,8.620209081041224e-05
1432,female,26,Dutch,Running,70,False,False,False,1,master,B,False,6.241838357195193e-07
1171,female,30,Dutch,Swimming,55,True,False,False,2,master,B,True,0.8934458558600785
591,female,29,Dutch,Rugby,60,False,True,False,0,master,A,False,1.7203871776141047e-05
1671,male,26,Dutch,Swimming,50,True,False,True,3,master,B,True,0.9999999800818471
534,male,26,Dutch,Rugby,58,True,True,True,2,bachelor,A,True,0.9596344115651773
1670,female,30,German,Football,65,False,False,False,0,bachelor,B,False,1.1428724256152506e-06
1058,male,26,Dutch,Rugby,64,False,False,True,2,master,B,True,0.9925642103532065
2169,female,27,Dutch,Running,65,False,False,False,1,master,C,False,0.29037686645390637
903,male,24,Dutch,Football,66,False,False,False,1,master,A,False,0.7877063966068337
2457,female,26,Dutch,Swimming,55,False,False,False,2,bachelor,C,False,4.202361149559301e-05
288,male,27,Dutch,Golf,75,True,False,False,2,master,A,True,0.892509416020087
1294,female,27,Dutch,Rugby,56,False,True,False,0,master,B,False,1.2938390154796833e-09
1039,male,22,Dutch,Swimming,70,False,True,False,0,phd,B,False,2.2375870751132102e-13
1936,male,30,Dutch,Football,57,False,False,True,2,bachelor,B,True,0.16069403920575098
1735,female,24,Dutch,Chess,76,False,False,False,1,master,B,False,1.242171674823135e-07
1493,female,28,Dutch,Football,70,False,False,False,1,bachelor,B,False,0.0015833711973242928
1367,male,31,German,Golf,57,False,True,False,0,phd,B,False,4.129702196771101e-20
2690,male,21,Dutch,Football,58,False,False,False,1,bachelor,C,False,0.1503079748196588
1811,male,28,Belgian,Rugby,59,False,False,False,2,master,B,True,0.9999662042618449
1166,female,26,Dutch,Running,73,False,False,False,1,master,B,False,2.4351553353227135e-06
1184,male,27,Dutch,Football,53,True,False,False,2,master,B,True,0.9457242162764999
3793,other,21,Dutch,Swimming,66,False,False,False,0,master,D,True,1.0161164626856275e-09
3553,male,26,Dutch,Cricket,56,False,False,False,0,master,D,False,2.281259626871445e-16
2312,other,26,Dutch,Rugby,59,True,False,True,2,bachelor,C,False,6.683554741703252e-13
3827,female,26,Dutch,Tennis,75,False,False,False,2,master,D,True,0.9998065078716651
1463,male,21,Dutch,Cricket,74,False,False,True,2,master,B,True,0.913995775599971
3031,male,25,Belgian,Swimming,70,False,False,False,1,master,D,True,0.9999092702582288
385,female,26,Dutch,Swimming,69,False,False,False,2,master,A,True,0.7438200284926128
3051,male,26,Dutch,Football,55,False,False,True,2,bachelor,D,False,6.201792498158939e-09
687,male,28,Dutch,Swimming,62,False,False,False,1,bachelor,A,True,0.5298786084992433
930,male,29,Dutch,Football,64,True,False,True,3,bachelor,A,True,0.9472066947931493
1386,male,30,Dutch,Football,51,False,False,False,2,bachelor,B,False,0.3413271965445223
359,female,28,Belgian,Swimming,62,False,False,False,1,master,A,False,0.48581273643045225
3480,male,27,Belgian,Football,63,False,False,True,2,bachelor,D,False,0.4052477113471685
925,male,25,Dutch,Swimming,71,True,False,False,2,master,A,True,0.9854367152827432
1985,female,24,Dutch,Football,68,True,False,False,2,bachelor,C,False,3.42297281402646e-06
1694,male,23,Belgian,Tennis,68,True,False,False,2,bachelor,B,True,0.9652012481917369
1262,female,28,Dutch,Golf,54,False,False,False,1,bachelor,B,False,0.0605598295986999
1941,female,23,Dutch,Chess,74,False,False,False,2,master,B,False,0.0917315124859449
10,female,27,Dutch,Football,61,False,False,False,1,bachelor,A,False,0.28047079042956063
2203,other,25,German,Football,60,False,False,True,2,bachelor,C,False,1.0015616027386698e-14
1952,male,26,Belgian,Football,62,True,False,True,3,master,B,True,0.999999995755432
3340,male,26,Dutch,Football,70,False,False,False,1,bachelor,D,True,0.01946375751677622
2262,male,27,German,Rugby,65,False,True,False,1,master,C,True,0.999003476712876
772,female,25,Dutch,Tennis,74,True,False,True,2,master,A,True,0.9641125054799755
1472,male,30,Dutch,Rugby,55,True,False,True,2,bachelor,B,True,0.9963264630394256
1668,male,24,Dutch,Chess,71,False,False,False,0,master,B,False,1.4758256505088752e-14
3528,male,29,Dutch,Rugby,65,False,True,False,2,master,D,True,0.546008159493157
2856,female,28,Dutch,Swimming,68,False,False,True,2,bachelor,C,False,0.0013989328451142926
2704,male,30,Dutch,Football,63,True,False,True,2,master,C,True,0.9458188159287816
1131,male,29,Dutch,Swimming,64,True,False,True,2,bachelor,B,True,0.9900739832101534
3507,female,25,Dutch,Tennis,51,False,False,False,2,bachelor,D,False,2.23326215095825e-16
3018,female,26,Dutch,Swimming,67,False,False,False,1,master,D,True,0.9882157706339945
3653,male,31,Dutch,Golf,64,False,False,False,0,master,D,False,5.785094640218651e-06
1918,male,21,Dutch,Tennis,67,False,False,True,1,master,B,True,4.083368165690992e-07
3633,other,25,Dutch,Chess,74,False,False,False,2,phd,D,True,1.0
836,male,30,Dutch,Football,52,True,False,True,2,bachelor,A,False,0.002052586169195283
2494,male,26,Dutch,Cricket,59,False,False,False,0,master,C,False,0.0003558568400812536
3010,female,28,Dutch,Chess,70,False,False,False,2,master,D,True,0.9998168197328086
752,female,21,Dutch,Swimming,53,False,False,False,0,bachelor,A,False,8.718224846088694e-05
1598,male,29,Dutch,Swimming,51,False,False,True,1,bachelor,B,False,7.873439074265105e-05
2452,female,28,Dutch,Swimming,63,True,False,True,2,bachelor,C,False,1.3937910247404859e-06
553,male,23,German,Tennis,60,False,False,False,1,bachelor,A,False,0.00026303960893488945
2241,female,22,Dutch,Tennis,71,True,False,False,2,bachelor,C,False,3.329962092261683e-08
97,female,28,Dutch,Chess,71,False,False,False,2,master,A,False,0.9987738346627788
1614,male,24,Dutch,Football,55,True,False,True,3,master,B,True,0.9999552505952626
259,female,27,Dutch,Running,69,False,True,False,1,master,A,False,0.00786896558992692
2956,male,24,Dutch,Football,61,False,False,False,1,bachelor,C,False,0.10362091511520707
937,female,28,Dutch,Cricket,60,False,True,False,0,master,A,False,1.665685369546596e-07
3558,female,22,German,Football,60,False,False,False,2,bachelor,D,False,2.1802353663785363e-05
423,male,29,Dutch,Rugby,61,True,True,True,2,master,A,True,0.9581998521281799
2437,male,28,Dutch,Tennis,61,False,False,True,2,bachelor,C,False,0.0008460458648753538
105,female,22,German,Golf,63,True,False,True,2,bachelor,A,False,0.0027191271833510635
551,male,24,Dutch,Rugby,58,True,False,True,2,master,A,True,0.995033528856881
1384,female,28,German,Running,69,False,False,False,1,master,B,False,6.007026524741161e-05
205,male,24,Dutch,Swimming,66,True,False,True,2,bachelor,A,False,2.252770535849816e-05
3027,male,32,Dutch,Rugby,55,False,False,False,0,bachelor,D,False,3.9075151924031263e-22
3561,female,26,Dutch,Cricket,55,False,False,False,0,master,D,False,1.4106841251803893e-18
1053,female,28,Dutch,Football,66,False,False,False,1,bachelor,B,False,0.0026126153998452016
3757,male,28,Dutch,Swimming,57,False,False,False,1,bachelor,D,False,1.3876863479986711e-08
2182,female,25,Dutch,Football,67,False,False,False,1,bachelor,C,False,0.008476926018713821
1006,male,24,Dutch,Football,62,True,True,True,3,master,B,True,0.9998176613541016
5,female,26,Dutch,Chess,63,False,False,False,1,bachelor,A,True,0.6552697944489763
1630,female,30,German,Swimming,61,False,True,False,0,master,B,False,2.974709078671774e-14
1266,female,25,Dutch,Running,68,False,False,False,1,master,B,False,1.6121540920538226e-07
3955,male,27,Dutch,Football,69,False,False,False,1,master,D,False,0.9758772731598157
3432,male,25,Dutch,Football,55,True,False,True,3,master,D,False,2.9658425032409092e-15
957,male,26,Dutch,Tennis,59,False,False,False,2,bachelor,A,False,0.7816341186079659
3800,female,25,Dutch,Running,73,False,False,False,2,master,D,True,0.9817327488332236
213,male,24,Dutch,Football,65,True,False,True,3,bachelor,A,True,0.15783566815621672
427,female,28,Dutch,Cricket,65,False,False,False,0,master,A,False,9.08586460639149e-06
2050,female,29,Dutch,Golf,56,False,False,False,0,master,C,True,0.03699857112530708
3860,male,32,Belgian,Golf,64,False,True,False,1,master,D,False,0.16802472415216088
3530,female,21,Belgian,Chess,68,False,False,False,1,bachelor,D,True,0.9964005428720099
290,male,26,Dutch,Running,64,False,False,False,2,bachelor,A,True,0.017138857015975905
2131,female,27,Dutch,Rugby,62,False,True,False,0,master,C,True,0.519741908628819
247,male,26,Dutch,Rugby,63,True,False,True,3,bachelor,A,True,0.546084764940759
