,gender,age,nationality,sport,university_grade,debateclub_exp,international_exp,ind-entrepeneur_exp,languages,degree,company,decision,probability
1254,female,25,Dutch,Cricket,60,False,False,True,2,bachelor,B,True,0.39036364846636284
1208,female,26,Dutch,Football,63,True,True,False,2,master,B,True,0.7128233602899834
2957,female,24,Dutch,Chess,62,False,False,False,1,bachelor,C,False,0.13994967024324448
3714,female,22,Dutch,Tennis,66,False,False,False,1,bachelor,D,True,0.26505234976062475
3771,female,24,Dutch,Football,57,False,False,False,2,master,D,False,0.003789604776470519
564,female,28,German,Swimming,58,False,True,False,0,master,A,False,0.07086442562824537
3545,female,27,Belgian,Chess,67,False,False,False,1,master,D,True,0.6943718824426098
791,female,22,Dutch,Tennis,72,False,False,False,1,bachelor,A,True,0.12371588643837
807,female,25,Dutch,Chess,59,False,False,False,1,bachelor,A,False,0.3146090891882409
2159,male,27,Dutch,Rugby,65,False,True,False,1,master,C,True,0.6532907007371561
1638,male,27,Dutch,Football,64,True,False,False,2,master,B,True,0.6612472706013777
3890,female,27,Dutch,Swimming,65,False,False,False,0,bachelor,D,True,0.06511403346045161
2485,male,26,Dutch,Swimming,63,True,False,True,3,master,C,True,0.39641784973078614
1360,female,31,Belgian,Golf,60,False,True,False,1,bachelor,B,False,0.06053889805839034
151,male,28,Dutch,Football,48,False,False,False,1,bachelor,A,False,6.795651909055992e-05
338,female,23,Belgian,Chess,61,False,False,False,1,master,A,True,0.5407845055959511
3231,female,28,Dutch,Chess,69,False,False,False,0,master,D,False,0.23163133973382138
3090,male,24,Dutch,Rugby,56,False,False,True,2,master,D,False,0.0024122246590194134
1847,male,26,Dutch,Rugby,63,True,True,False,2,bachelor,B,True,0.7141887294787014
3915,male,27,Dutch,Running,62,False,False,False,1,master,D,False,0.17590890818700497
1065,female,21,Dutch,Swimming,63,False,False,False,1,bachelor,B,False,0.05239917613363648
2784,female,26,Dutch,Swimming,62,False,False,False,0,master,C,False,0.08493082742663334
1978,female,27,Dutch,Running,65,False,False,False,1,bachelor,B,False,0.04573618955711484
302,female,21,Dutch,Chess,62,False,False,False,1,bachelor,A,True,0.32598098645302603
2798,male,24,Dutch,Football,63,True,True,True,2,master,C,False,0.9423216618220703
1520,female,24,Dutch,Swimming,62,False,False,False,1,bachelor,B,False,0.05357446003568205
2588,male,25,German,Football,52,False,False,False,2,master,C,True,0.6000857950831393
323,female,27,German,Tennis,66,False,True,True,2,master,A,True,0.9057816090402661
2195,male,30,Dutch,Football,54,True,True,False,3,master,C,True,0.9367511983109178
656,male,25,Dutch,Golf,66,False,False,False,1,bachelor,A,False,0.2600708929065772
3715,male,26,Dutch,Football,64,True,False,True,3,master,D,False,0.12560197895335307
3366,female,25,German,Cricket,69,False,False,False,1,master,D,True,0.8423629250520016
1552,male,31,Dutch,Golf,60,False,True,False,0,master,B,False,0.014351959976503306
892,male,25,Dutch,Tennis,52,False,False,True,2,bachelor,A,False,0.03830519811062086
294,male,30,Dutch,Rugby,51,True,False,True,2,master,A,False,0.039986802430333555
469,female,28,Dutch,Swimming,59,True,True,True,3,master,A,True,0.9833480123444132
1135,male,27,Dutch,Football,66,False,False,True,2,bachelor,B,False,0.34376002427957425
3224,female,26,Dutch,Running,58,False,False,False,0,bachelor,D,False,0.01655770156202719
2984,female,22,Dutch,Chess,72,False,False,False,2,master,D,True,0.993319764133247
167,female,25,Dutch,Golf,61,False,False,False,1,bachelor,A,False,0.30479608431517735
914,female,23,Dutch,Swimming,58,False,False,False,1,bachelor,A,False,0.2693348500901979
774,male,29,Dutch,Rugby,49,False,False,False,2,bachelor,A,False,0.00047075476412673675
1784,female,26,Dutch,Chess,67,False,False,False,0,master,B,False,0.014005916325661739
2190,male,31,Dutch,Rugby,66,False,True,False,0,phd,C,False,0.166874359097041
1950,male,28,Dutch,Tennis,64,False,False,False,1,bachelor,B,False,0.050236919650615525
1780,female,27,German,Chess,74,False,False,True,2,master,B,False,0.5534271363939355
1410,male,26,German,Golf,53,False,True,False,0,bachelor,B,False,0.0036341779389206155
621,male,27,Dutch,Tennis,58,False,False,False,1,bachelor,A,False,0.2479318713261827
721,female,23,Dutch,Swimming,67,False,True,False,1,bachelor,A,True,0.32662424432379017
3944,female,26,Dutch,Swimming,63,False,True,False,0,master,D,False,0.09297130408649841
1237,male,25,Dutch,Football,53,True,False,True,3,master,B,True,0.9872917269181173
3314,female,21,Belgian,Golf,72,False,False,False,1,master,D,True,0.9276424652861691
1562,male,25,German,Golf,70,False,False,True,2,bachelor,B,False,0.1523339184057034
2144,male,24,Dutch,Football,58,True,False,True,2,bachelor,C,False,0.13490513531060114
2598,male,27,Dutch,Swimming,54,False,False,True,2,bachelor,C,False,0.10622179644333334
1725,male,29,Dutch,Rugby,61,True,False,True,2,master,B,True,0.8783863676137068
2419,female,25,Belgian,Swimming,67,False,False,False,0,master,C,False,0.08119125158477604
1406,female,25,Belgian,Swimming,62,False,False,False,1,bachelor,B,False,0.05357446003568205
585,male,24,Dutch,Football,54,True,False,True,2,bachelor,A,False,0.1882011227749074
3882,female,24,Belgian,Swimming,68,False,False,False,1,bachelor,D,True,0.5212394784023404
1567,female,21,Dutch,Swimming,69,False,False,False,1,bachelor,B,False,0.04320850427215088
532,female,21,Dutch,Football,60,False,False,True,2,bachelor,A,False,0.6140786303010803
116,male,24,Dutch,Football,59,True,False,True,3,bachelor,A,True,0.43738289367957184
718,female,26,Dutch,Swimming,50,True,False,True,3,bachelor,A,False,2.638988414325521e-05
3904,female,28,Dutch,Chess,64,False,False,False,0,master,D,False,0.11167546811411998
3923,male,24,Dutch,Rugby,51,True,False,False,2,bachelor,D,False,4.3437877582242415e-06
595,female,28,Dutch,Tennis,68,True,False,True,2,bachelor,A,False,0.29505253089197336
3321,male,28,Dutch,Chess,69,False,False,False,0,phd,D,False,0.23230134886458267
3848,female,29,Dutch,Swimming,55,False,False,False,1,bachelor,D,False,0.003915154580622536
1361,male,26,Dutch,Swimming,73,True,False,True,2,master,B,True,0.7790566212437722
3806,male,29,Dutch,Football,66,False,False,False,2,master,D,True,0.7053629515573747
919,male,22,German,Swimming,60,False,False,False,2,bachelor,A,False,0.6121489261963119
2983,male,30,Dutch,Swimming,58,False,False,False,0,master,D,False,0.0342957652698294
999,female,27,Dutch,Chess,74,False,False,False,1,master,B,False,0.05004316733943997
1457,female,27,German,Football,64,True,False,False,2,bachelor,B,True,0.5004083054627874
2585,female,22,Dutch,Cricket,63,False,False,False,1,bachelor,C,False,0.13730598976131395
2238,female,22,Dutch,Tennis,71,False,False,False,2,master,C,False,0.184137189339551
3775,female,28,Dutch,Running,70,False,True,False,1,phd,D,True,0.8726842707916662
1689,male,22,Belgian,Tennis,62,False,False,False,1,bachelor,B,False,0.0539256777950643
3414,male,21,Dutch,Golf,66,False,False,False,2,master,D,True,0.48870867696740883
631,male,27,Dutch,Rugby,59,True,True,True,3,master,A,True,0.991406241507592
93,male,25,Dutch,Running,63,False,False,False,1,master,A,False,0.5108856255540235
107,male,28,Dutch,Tennis,58,True,False,False,2,bachelor,A,False,0.6479179654837003
676,male,30,Dutch,Rugby,67,False,False,False,0,phd,A,False,0.09271033810550017
1982,female,31,Belgian,Cricket,56,False,False,False,0,master,C,False,0.07570716599319915
68,female,24,Dutch,Swimming,57,False,False,False,1,bachelor,A,False,0.2352419019725781
1505,female,24,Dutch,Running,56,False,False,False,1,bachelor,B,False,0.06366305194272362
1714,male,22,Dutch,Tennis,70,False,False,True,2,master,B,True,0.667986819653284
367,male,25,Dutch,Swimming,56,True,False,True,3,bachelor,A,True,0.06543226709119725
743,female,22,Dutch,Swimming,71,True,False,True,2,master,A,True,0.804084182357395
492,female,27,Dutch,Cricket,56,False,False,False,1,bachelor,A,True,0.20834499574422571
629,female,22,Dutch,Cricket,65,False,False,False,1,master,A,False,0.5207553140804733
2445,female,30,Dutch,Football,55,False,True,False,1,master,C,True,0.7464980464880827
411,female,29,Dutch,Rugby,63,False,False,False,2,bachelor,A,True,0.7905809897377812
263,male,30,Dutch,Rugby,54,True,False,True,3,master,A,False,0.6990415615774563
3153,male,21,Dutch,Swimming,56,False,False,False,1,bachelor,D,False,0.006585884353003874
3605,female,22,Dutch,Running,71,False,False,False,1,master,D,True,0.9031758851607566
669,female,21,Dutch,Football,59,False,False,False,2,bachelor,A,False,0.6925966228289768
16,male,28,Dutch,Cricket,63,False,True,False,1,phd,A,False,0.6315022447969898
1833,female,22,Dutch,Running,63,False,False,False,1,master,B,False,0.08940634935458601
3229,female,27,Dutch,Cricket,68,False,False,False,1,bachelor,D,True,0.5199633241576571
3753,female,22,Dutch,Football,61,True,False,False,2,bachelor,D,False,0.016122647351423134
2094,male,22,Belgian,Tennis,73,True,False,True,2,master,C,False,0.10269193917303945
25,male,24,Dutch,Football,68,False,False,False,2,master,A,False,0.9001044865890018
3077,female,22,Dutch,Tennis,61,False,False,False,2,bachelor,D,False,0.009533254025404139
2067,female,29,Dutch,Swimming,62,False,False,False,2,bachelor,C,False,0.1317572469764396
789,male,28,Dutch,Swimming,67,False,False,False,2,bachelor,A,True,0.48015434509272886
3350,female,30,Dutch,Football,60,False,True,False,1,master,D,False,0.09546836870397453
2453,female,27,Dutch,Football,66,False,True,False,1,master,C,True,0.6889165450347315
1761,male,30,Dutch,Swimming,58,True,True,False,2,master,B,False,0.7808781995698671
3388,female,28,Dutch,Running,58,False,False,False,0,bachelor,D,False,0.01655770156202719
1906,male,28,German,Rugby,57,False,False,False,2,bachelor,B,True,0.5934108804268434
2360,female,29,Dutch,Cricket,65,False,False,False,1,master,C,True,0.3186250267013648
2866,male,25,German,Football,58,True,False,True,2,master,C,False,0.6676185288700679
2565,male,30,German,Rugby,59,True,False,True,3,master,C,True,0.27200884991498153
3504,male,22,Dutch,Golf,68,False,False,False,1,bachelor,D,False,0.49128291285479553
888,male,22,Dutch,Cricket,68,False,False,False,2,bachelor,A,False,0.5409940700837956
3204,female,25,Dutch,Football,71,False,False,True,2,bachelor,D,True,0.8378063565680616
3522,male,23,Dutch,Running,65,False,False,False,2,bachelor,D,True,0.079516909790752
1866,female,26,German,Cricket,67,True,False,False,2,bachelor,B,False,0.5032402855689377
3456,female,26,Belgian,Golf,58,False,False,False,0,bachelor,D,False,0.01655770156202719
1553,male,25,Dutch,Rugby,50,True,False,False,2,bachelor,B,True,0.5322693143898503
1145,male,29,Dutch,Rugby,55,False,True,False,1,bachelor,B,False,0.07120042409070183
3403,female,28,Dutch,Chess,74,False,True,False,0,phd,D,False,0.24748794956067352
3021,male,26,Dutch,Rugby,45,False,False,False,1,bachelor,D,False,4.4250763435839e-08
3868,male,27,Dutch,Football,62,True,False,True,2,bachelor,D,False,0.03069431788786885
3055,male,26,Dutch,Swimming,66,False,False,False,1,bachelor,D,True,0.3403438086678304
798,male,24,Dutch,Swimming,56,False,False,False,0,bachelor,A,False,0.02629639348559649
716,female,22,Dutch,Football,62,False,False,False,1,bachelor,A,False,0.3259823262784251
2274,female,27,Dutch,Running,65,True,False,True,2,bachelor,C,False,0.0581427888485836
504,male,26,Dutch,Rugby,63,True,True,True,2,master,A,True,0.9532156598117
2479,female,21,Dutch,Running,62,False,False,False,2,bachelor,C,False,0.07068492077897674
2329,female,26,Dutch,Running,64,False,False,False,0,bachelor,C,False,0.04051213072040611
3907,male,27,Dutch,Football,72,False,False,False,1,master,D,True,0.9349778249151629
1790,female,28,Belgian,Swimming,68,False,False,False,1,bachelor,B,False,0.04668062276959439
349,male,27,Belgian,Swimming,61,True,False,True,3,master,A,True,0.9342631555944506
2532,female,25,Dutch,Golf,70,True,False,True,2,bachelor,C,False,0.029593763693683377
601,male,24,Dutch,Football,62,False,False,False,1,bachelor,A,False,0.3259823262784251
1297,male,21,Belgian,Football,76,True,False,False,2,phd,B,True,0.48700462464224775
249,female,32,Dutch,Cricket,56,False,False,False,1,bachelor,A,False,0.20834499574422571
886,female,23,Dutch,Chess,74,False,False,False,1,phd,A,False,0.4911611530257618
3681,male,27,Dutch,Football,64,True,False,False,2,master,D,False,0.3866923688767793
3937,female,26,Dutch,Cricket,66,False,True,False,1,phd,D,True,0.6200826371195987
2686,male,31,Dutch,Golf,53,False,False,False,0,bachelor,C,False,0.03164373452020788
526,other,28,German,Running,61,False,False,False,0,master,A,False,0.0845001272246047
2878,female,24,Dutch,Tennis,63,False,False,False,1,bachelor,C,False,0.10468445728784724
1432,female,26,Dutch,Running,70,False,False,False,1,master,B,False,0.07984656317985467
1171,female,30,Dutch,Swimming,55,True,False,False,2,master,B,True,0.786091447454434
591,female,29,Dutch,Rugby,60,False,True,False,0,master,A,False,0.08254826130482043
1671,male,26,Dutch,Swimming,50,True,False,True,3,master,B,True,0.9632443828979671
534,male,26,Dutch,Rugby,58,True,True,True,2,bachelor,A,True,0.7819698784760074
1670,female,30,German,Football,65,False,False,False,0,bachelor,B,False,0.006581713780949294
1058,male,26,Dutch,Rugby,64,False,False,True,2,master,B,True,0.761969966360584
2169,female,27,Dutch,Running,65,False,False,False,1,master,C,False,0.2951689751091657
903,male,24,Dutch,Football,66,False,False,False,1,master,A,False,0.5160615131203413
2457,female,26,Dutch,Swimming,55,False,False,False,2,bachelor,C,False,0.12098898221923444
288,male,27,Dutch,Golf,75,True,False,False,2,master,A,True,0.7234096674556456
1294,female,27,Dutch,Rugby,56,False,True,False,0,master,B,False,0.011449055432754462
1039,male,22,Dutch,Swimming,70,False,True,False,0,phd,B,False,0.01226961286503925
1936,male,30,Dutch,Football,57,False,False,True,2,bachelor,B,True,0.4421214689466218
1735,female,24,Dutch,Chess,76,False,False,False,1,master,B,False,0.0201135107006666
1493,female,28,Dutch,Football,70,False,False,False,1,bachelor,B,False,0.03794118399064675
1367,male,31,German,Golf,57,False,True,False,0,phd,B,False,0.01271341861333501
2690,male,21,Dutch,Football,58,False,False,False,1,bachelor,C,False,0.1494211643170806
1811,male,28,Belgian,Rugby,59,False,False,False,2,master,B,True,0.7590483531600399
1166,female,26,Dutch,Running,73,False,False,False,1,master,B,False,0.05274418745709588
1184,male,27,Dutch,Football,53,True,False,False,2,master,B,True,0.7778300495061645
3793,other,21,Dutch,Swimming,66,False,False,False,0,master,D,True,0.15737571956252924
3553,male,26,Dutch,Cricket,56,False,False,False,0,master,D,False,0.02038745208889268
2312,other,26,Dutch,Rugby,59,True,False,True,2,bachelor,C,False,0.09944377648399556
3827,female,26,Dutch,Tennis,75,False,False,False,2,master,D,True,0.9938388879077854
1463,male,21,Dutch,Cricket,74,False,False,True,2,master,B,True,0.5366068076197097
3031,male,25,Belgian,Swimming,70,False,False,False,1,master,D,True,0.8876385805634407
385,female,26,Dutch,Swimming,69,False,False,False,2,master,A,True,0.8505396980758122
3051,male,26,Dutch,Football,55,False,False,True,2,bachelor,D,False,0.000186652467000692
687,male,28,Dutch,Swimming,62,False,False,False,1,bachelor,A,True,0.3026004583575621
930,male,29,Dutch,Football,64,True,False,True,3,bachelor,A,True,0.5560503277082223
1386,male,30,Dutch,Football,51,False,False,False,2,bachelor,B,False,0.2820659268189187
359,female,28,Belgian,Swimming,62,False,False,False,1,master,A,False,0.5123788540528991
3480,male,27,Belgian,Football,63,False,False,True,2,bachelor,D,False,0.04897051573827354
925,male,25,Dutch,Swimming,71,True,False,False,2,master,A,True,0.861765427140514
1985,female,24,Dutch,Football,68,True,False,False,2,bachelor,C,False,0.0997760203791011
1694,male,23,Belgian,Tennis,68,True,False,False,2,bachelor,B,True,0.5905565309659287
1262,female,28,Dutch,Golf,54,False,False,False,1,bachelor,B,False,0.05553031084403716
1941,female,23,Dutch,Chess,74,False,False,False,2,master,B,False,0.5011872061996959
10,female,27,Dutch,Football,61,False,False,False,1,bachelor,A,False,0.3296442325792441
2203,other,25,German,Football,60,False,False,True,2,bachelor,C,False,0.13693814406556312
1952,male,26,Belgian,Football,62,True,False,True,3,master,B,True,0.986417657507639
3340,male,26,Dutch,Football,70,False,False,False,1,bachelor,D,True,0.6581656832354228
2262,male,27,German,Rugby,65,False,True,False,1,master,C,True,0.6532907007371561
772,female,25,Dutch,Tennis,74,True,False,True,2,master,A,True,0.6187036114093265
1472,male,30,Dutch,Rugby,55,True,False,True,2,bachelor,B,True,0.8035327010387237
1668,male,24,Dutch,Chess,71,False,False,False,0,master,B,False,0.009343638676756647
3528,male,29,Dutch,Rugby,65,False,True,False,2,master,D,True,0.5854553599025634
2856,female,28,Dutch,Swimming,68,False,False,True,2,bachelor,C,False,0.09521001470151473
2704,male,30,Dutch,Football,63,True,False,True,2,master,C,True,0.5588965774308046
1131,male,29,Dutch,Swimming,64,True,False,True,2,bachelor,B,True,0.5550988210716443
3507,female,25,Dutch,Tennis,51,False,False,False,2,bachelor,D,False,4.551212543044999e-06
3018,female,26,Dutch,Swimming,67,False,False,False,1,master,D,True,0.694401692514058
3653,male,31,Dutch,Golf,64,False,False,False,0,master,D,False,0.11166090871689696
1918,male,21,Dutch,Tennis,67,False,False,True,1,master,B,True,0.10562481987894186
3633,other,25,Dutch,Chess,74,False,False,False,2,phd,D,True,0.9931079840127778
836,male,30,Dutch,Football,52,True,False,True,2,bachelor,A,False,0.03332341131509361
2494,male,26,Dutch,Cricket,59,False,False,False,0,master,C,False,0.08432319748691773
3010,female,28,Dutch,Chess,70,False,False,False,2,master,D,True,0.9768154401219316
752,female,21,Dutch,Swimming,53,False,False,False,0,bachelor,A,False,0.008196583385608674
1598,male,29,Dutch,Swimming,51,False,False,True,1,bachelor,B,False,0.03810250855501665
2452,female,28,Dutch,Swimming,63,True,False,True,2,bachelor,C,False,0.1277184160318858
553,male,23,German,Tennis,60,False,False,False,1,bachelor,A,False,0.27302241581350273
2241,female,22,Dutch,Tennis,71,True,False,False,2,bachelor,C,False,0.02058938860918799
97,female,28,Dutch,Chess,71,False,False,False,2,master,A,False,0.8882769482274467
1614,male,24,Dutch,Football,55,True,False,True,3,master,B,True,0.9890330507377662
259,female,27,Dutch,Running,69,False,True,False,1,master,A,False,0.5716263611513013
2956,male,24,Dutch,Football,61,False,False,False,1,bachelor,C,False,0.14261161715443657
937,female,28,Dutch,Cricket,60,False,True,False,0,master,A,False,0.08254826130482043
3558,female,22,German,Football,60,False,False,False,2,bachelor,D,False,0.007093729449772873
423,male,29,Dutch,Rugby,61,True,True,True,2,master,A,True,0.9513937693401671
2437,male,28,Dutch,Tennis,61,False,False,True,2,bachelor,C,False,0.09561213345692135
105,female,22,German,Golf,63,True,False,True,2,bachelor,A,False,0.41687398631910494
551,male,24,Dutch,Rugby,58,True,False,True,2,master,A,True,0.9035130376932473
1384,female,28,German,Running,69,False,False,False,1,master,B,False,0.08328219474304938
205,male,24,Dutch,Swimming,66,True,False,True,2,bachelor,A,False,0.4617240650994069
3027,male,32,Dutch,Rugby,55,False,False,False,0,bachelor,D,False,0.008098325616390043
3561,female,26,Dutch,Cricket,55,False,False,False,0,master,D,False,0.014739902105798237
1053,female,28,Dutch,Football,66,False,False,False,1,bachelor,B,False,0.04997212259605805
3757,male,28,Dutch,Swimming,57,False,False,False,1,bachelor,D,False,0.010654149293304153
2182,female,25,Dutch,Football,67,False,False,False,1,bachelor,C,False,0.11852471843462038
1006,male,24,Dutch,Football,62,True,True,True,3,master,B,True,0.9902228493615248
5,female,26,Dutch,Chess,63,False,False,False,1,bachelor,A,True,0.31798571510908086
1630,female,30,German,Swimming,61,False,True,False,0,master,B,False,0.014443561933191974
1266,female,25,Dutch,Running,68,False,False,False,1,master,B,False,0.08483636977806208
3955,male,27,Dutch,Football,69,False,False,False,1,master,D,False,0.8423629250520016
3432,male,25,Dutch,Football,55,True,False,True,3,master,D,False,6.5266339327201976e-06
957,male,26,Dutch,Tennis,59,False,False,False,2,bachelor,A,False,0.6395394965406623
3800,female,25,Dutch,Running,73,False,False,False,2,master,D,True,0.9880389666906872
213,male,24,Dutch,Football,65,True,False,True,3,bachelor,A,True,0.5399674850218215
427,female,28,Dutch,Cricket,65,False,False,False,0,master,A,False,0.0864130812158987
2050,female,29,Dutch,Golf,56,False,False,False,0,master,C,True,0.07570716599319915
3860,male,32,Belgian,Golf,64,False,True,False,1,master,D,False,0.36448366841738034
3530,female,21,Belgian,Chess,68,False,False,False,1,bachelor,D,True,0.5218077096370143
290,male,26,Dutch,Running,64,False,False,False,2,bachelor,A,True,0.49502550458443917
2131,female,27,Dutch,Rugby,62,False,True,False,0,master,C,True,0.14720185891793183
247,male,26,Dutch,Rugby,63,True,False,True,3,bachelor,A,True,0.8107978577599512
3501,female,25,German,Chess,71,False,True,False,1,phd,D,True,0.9189270357234715
31,female,31,Belgian,Golf,61,False,False,False,1,bachelor,A,True,0.30479608431517735
3250,male,26,Dutch,Rugby,55,False,False,True,2,bachelor,D,False,0.00024693775519936764
2331,female,23,Dutch,Tennis,66,False,False,False,1,master,C,True,0.2609651974053184
366,female,26,Dutch,Golf,68,True,True,False,2,master,A,True,0.9165558432541133
