,gender,GPA,degree,decision,probability
3402,female,68.0,master,True,0.42577476660183533
1330,male,56.0,bachelor,False,0.20151277024365785
1923,male,68.0,master,False,0.5705230347959608
1636,female,56.0,master,False,0.26902546886575757
459,female,69.0,master,False,0.4401041344132044
310,male,54.0,bachelor,False,0.18338053783884645
2801,female,51.0,bachelor,False,0.09519243851874389
2566,male,57.0,master,False,0.41141858102833073
1750,female,65.0,bachelor,False,0.19238034103756027
859,male,68.0,master,True,0.5705230347959608
1677,male,66.0,master,False,0.5417132890755626
3412,male,55.0,master,False,0.3834695058793903
2392,male,59.0,bachelor,False,0.23116389036821822
2676,male,64.0,bachelor,True,0.28702193945540727
1982,male,58.0,bachelor,True,0.22095277724397458
302,female,62.0,bachelor,True,0.16662579625131718
1810,male,61.0,master,True,0.4688860017176601
2221,female,69.0,phd,False,0.4262534356913788
852,other,74.0,bachelor,False,0.28071346235155165
4052,female,53.0,master,False,0.2360086701888546
423,female,61.0,bachelor,True,0.15867713038201253
4112,male,61.0,master,True,0.4688860017176601
504,female,64.0,bachelor,True,0.18347357087035226
752,other,54.0,master,False,0.2408599544623917
1145,male,66.0,bachelor,False,0.3114930393475034
914,male,65.0,bachelor,False,0.2991140552123445
2965,female,63.0,bachelor,False,0.17488986666496756
2061,male,58.0,bachelor,False,0.22095277724397458
3689,female,68.0,phd,True,0.41204315513770945
601,male,50.0,bachelor,False,0.15095929616627174
3898,female,75.0,master,True,0.5273454931129543
3844,female,59.0,bachelor,False,0.14370559217339154
1678,female,74.0,master,False,0.5127770796577154
2361,male,73.0,bachelor,False,0.40503092988379813
1859,female,58.0,bachelor,False,0.1366709937501278
1429,male,66.0,phd,False,0.5276785849010576
1528,female,68.0,master,False,0.42577476660183533
1378,male,57.0,phd,False,0.39782919824992036
495,female,63.0,bachelor,False,0.17488986666496756
2297,male,59.0,bachelor,False,0.23116389036821822
3191,male,58.0,phd,False,0.4118926874605299
2453,female,66.0,bachelor,False,0.2016127310753076
3294,male,59.0,master,False,0.43995108723030435
3042,male,58.0,master,False,0.4256229144472507
726,male,68.0,master,True,0.5705230347959608
4202,male,66.0,master,True,0.5417132890755626
3678,female,66.0,master,False,0.3975090893070118
3055,female,67.0,master,True,0.41156899671580177
3314,male,66.0,master,False,0.5417132890755626
912,male,69.0,bachelor,False,0.3502289240867117
2702,male,63.0,master,True,0.498031646353057
510,female,63.0,master,False,0.35641229598515717
3270,male,61.0,master,False,0.4688860017176601
532,male,58.0,bachelor,True,0.22095277724397458
3084,female,72.0,master,True,0.48359985797508914
1954,male,60.0,bachelor,False,0.24170049340717065
1139,female,70.0,phd,False,0.4405865526491626
3398,male,61.0,master,False,0.4688860017176601
3407,female,65.0,bachelor,True,0.19238034103756027
2217,male,64.0,master,False,0.5126218986564948
3194,male,58.0,bachelor,False,0.22095277724397458
403,female,70.0,bachelor,False,0.2418143522538268
2844,female,65.0,bachelor,False,0.19238034103756027
3717,female,72.0,master,True,0.48359985797508914
2494,female,61.0,bachelor,False,0.15867713038201253
367,female,68.0,master,True,0.42577476660183533
3007,male,52.0,bachelor,False,0.16653956371499962
981,female,58.0,bachelor,False,0.1366709937501278
791,male,59.0,master,True,0.43995108723030435
965,male,59.0,bachelor,False,0.23116389036821822
917,female,57.0,bachelor,False,0.12992849918757493
3484,female,58.0,bachelor,False,0.1366709937501278
1229,female,62.0,bachelor,False,0.16662579625131718
4031,female,65.0,master,False,0.3836163632063194
2335,female,66.0,phd,False,0.3840793379108966
2929,female,68.0,bachelor,False,0.2210597116141798
2058,male,54.0,master,True,0.3697663134695441
977,male,72.0,bachelor,False,0.39104594422161537
3506,male,56.0,master,False,0.39736034213948024
2166,female,59.0,bachelor,True,0.14370559217339154
388,female,70.0,master,False,0.4545340226061956
3024,male,68.0,master,True,0.5705230347959608
1638,male,67.0,phd,False,0.5421992276515266
1011,female,66.0,bachelor,False,0.2016127310753076
595,male,74.0,master,True,0.6534448360108889
4058,male,68.0,master,True,0.5705230347959608
2457,female,64.0,bachelor,False,0.18347357087035226
1727,female,57.0,bachelor,False,0.12992849918757493
131,male,56.0,bachelor,True,0.20151277024365785
93,male,63.0,master,False,0.498031646353057
3467,female,57.0,phd,False,0.2694105942398646
1698,female,69.0,master,False,0.4401041344132044
3968,male,51.0,bachelor,False,0.158594228620695
2726,male,63.0,master,True,0.498031646353057
3684,male,64.0,master,False,0.5126218986564948
552,male,60.0,bachelor,False,0.24170049340717065
551,male,58.0,master,True,0.4256229144472507
4155,male,59.9,master,False,0.45293327288090224
3122,female,61.0,bachelor,False,0.15867713038201253
2584,male,58.0,bachelor,False,0.22095277724397458
3243,female,63.0,master,False,0.35641229598515717
598,female,68.0,bachelor,False,0.2210597116141798
65,male,57.0,bachelor,False,0.2110688883057497
2070,female,68.0,master,True,0.42577476660183533
416,male,57.0,bachelor,True,0.2110688883057497
3417,female,61.0,bachelor,False,0.15867713038201253
1483,female,61.0,bachelor,False,0.15867713038201253
656,male,63.0,bachelor,False,0.2752267047540975
3044,female,67.0,master,True,0.41156899671580177
3744,male,71.0,master,False,0.6128008325519971
774,female,58.0,bachelor,False,0.1366709937501278
1520,other,69.0,bachelor,False,0.22569448830752073
3473,female,63.0,master,False,0.35641229598515717
3834,female,73.0,master,True,0.4981869253070263
3890,female,69.0,master,False,0.4401041344132044
3152,male,67.0,master,True,0.5561653745148183
1964,female,63.0,bachelor,False,0.17488986666496756
3268,male,64.0,bachelor,False,0.28702193945540727
2408,male,59.0,master,True,0.43995108723030435
1019,female,67.0,phd,False,0.39797800502243014
1101,male,52.0,master,False,0.34299787129889264
1369,female,56.0,bachelor,False,0.12347106500818353
1132,male,64.0,bachelor,True,0.28702193945540727
4114,male,69.0,master,True,0.584763004775399
3087,female,65.0,bachelor,True,0.19238034103756027
2382,female,62.0,bachelor,False,0.16662579625131718
3984,female,56.0,master,False,0.26902546886575757
1293,male,53.0,master,True,0.35626983351405667
1562,male,60.0,bachelor,True,0.24170049340717065
2100,male,52.0,bachelor,False,0.16653956371499962
3025,female,64.0,master,False,0.36991107157018926
219,male,67.0,bachelor,False,0.32414739936241505
263,male,54.0,master,False,0.3697663134695441
3797,male,65.0,master,True,0.5271906737748587
1239,female,67.0,master,True,0.41156899671580177
4033,female,81.0,master,True,0.6129482001898017
3169,male,71.0,bachelor,False,0.37723766913428475
1006,male,61.0,bachelor,True,0.2525595965344996
1131,male,54.0,bachelor,False,0.18338053783884645
2352,female,66.0,master,True,0.3975090893070118
2279,male,56.0,master,False,0.39736034213948024
3242,male,57.0,bachelor,False,0.2110688883057497
159,male,61.0,bachelor,True,0.2525595965344996
3620,female,58.0,master,False,0.29259188248979434
3922,male,61.0,bachelor,False,0.2525595965344996
1264,female,60.0,bachelor,True,0.15103892334446495
1505,male,71.0,bachelor,True,0.37723766913428475
2130,male,62.0,master,True,0.48344474544511407
780,male,63.0,bachelor,True,0.2752267047540975
1773,male,52.0,bachelor,True,0.16653956371499962
1994,male,64.0,master,True,0.5126218986564948
3764,female,62.0,bachelor,False,0.16662579625131718
3101,male,68.0,master,True,0.5705230347959608
1253,male,52.0,bachelor,True,0.16653956371499962
2307,female,63.0,bachelor,True,0.17488986666496756
813,other,67.0,phd,True,0.3904189006144133
1360,female,63.0,bachelor,False,0.17488986666496756
3222,female,67.0,bachelor,False,0.21117233581533543
3887,female,64.0,master,False,0.36991107157018926
2277,female,65.0,bachelor,False,0.19238034103756027
3227,male,70.0,bachelor,False,0.3636258268758838
947,female,58.0,master,False,0.29259188248979434
3835,male,61.0,bachelor,False,0.2525595965344996
4174,male,64.27,master,True,0.5165586182727112
1653,female,66.0,bachelor,False,0.2016127310753076
1827,male,56.0,master,True,0.39736034213948024
3321,male,58.0,master,False,0.4256229144472507
1907,female,56.0,bachelor,False,0.12347106500818353
3535,female,51.0,bachelor,False,0.09519243851874389
2276,male,70.0,master,False,0.5988627960100752
3641,female,69.0,master,True,0.4401041344132044
3723,male,63.0,master,False,0.498031646353057
1725,male,55.0,bachelor,True,0.1922838552408753
3868,male,51.0,bachelor,False,0.158594228620695
1532,female,56.0,master,False,0.26902546886575757
775,male,61.0,master,True,0.4688860017176601
432,female,64.0,phd,True,0.3568614472101799
314,male,61.0,bachelor,False,0.2525595965344996
4077,male,65.0,master,True,0.5271906737748587
266,male,55.0,master,True,0.3834695058793903
4181,male,64.21,master,False,0.5156839520560837
408,female,63.0,bachelor,True,0.17488986666496756
2381,female,65.0,master,True,0.3836163632063194
828,male,60.0,bachelor,True,0.24170049340717065
2814,female,66.0,master,False,0.3975090893070118
2357,male,53.0,master,True,0.35626983351405667
1432,male,60.0,phd,False,0.4404334696716577
4148,female,56.0,master,True,0.26902546886575757
1761,female,66.0,bachelor,False,0.2016127310753076
2280,female,58.0,bachelor,False,0.1366709937501278
1428,male,51.0,bachelor,True,0.158594228620695
2577,male,57.0,master,True,0.41141858102833073
359,male,67.0,bachelor,False,0.32414739936241505
90,female,74.0,phd,False,0.49867630497669
676,female,71.0,master,False,0.46904068457869735
2164,female,69.0,master,False,0.4401041344132044
3107,male,54.0,master,False,0.3697663134695441
2603,male,70.0,phd,True,0.585238245837283
2762,female,57.0,bachelor,False,0.12992849918757493
1622,male,66.0,master,True,0.5417132890755626
2679,male,71.0,bachelor,False,0.37723766913428475
3118,female,60.0,master,False,0.317326509828931
2751,male,59.0,phd,True,0.42610153949969704
2000,male,58.0,master,False,0.4256229144472507
1053,female,70.0,phd,False,0.4405865526491626
790,female,67.0,bachelor,True,0.21117233581533543
946,male,55.0,master,True,0.3834695058793903
614,female,73.0,master,True,0.4981869253070263
2686,female,64.0,master,False,0.36991107157018926
3793,female,62.0,master,False,0.34313785560302074
1394,other,63.0,bachelor,False,0.1703689194038919
1762,male,60.0,master,True,0.45438002974539377
593,male,56.0,bachelor,False,0.20151277024365785
2337,male,59.0,master,False,0.43995108723030435
2389,female,61.0,bachelor,False,0.15867713038201253
2906,female,55.0,master,True,0.25770248965373954
1169,male,59.0,master,True,0.43995108723030435
1984,male,56.0,bachelor,False,0.20151277024365785
704,female,67.0,phd,True,0.39797800502243014
2719,male,57.0,bachelor,False,0.2110688883057497
3096,female,72.0,master,True,0.48359985797508914
1863,female,61.0,master,False,0.330104231961641
2236,male,53.0,bachelor,False,0.17480025435647908
1339,male,66.0,master,True,0.5417132890755626
3903,male,62.0,bachelor,False,0.26373689285705054
1465,female,62.0,bachelor,False,0.16662579625131718
1267,male,65.0,bachelor,False,0.2991140552123445
2594,male,52.0,bachelor,False,0.16653956371499962
2967,female,62.0,bachelor,False,0.16662579625131718
564,male,60.0,bachelor,False,0.24170049340717065
3733,male,56.0,bachelor,False,0.20151277024365785
1257,female,60.0,master,False,0.317326509828931
721,female,50.0,bachelor,False,0.09028224700671397
1616,male,51.0,bachelor,True,0.158594228620695
2487,male,59.0,bachelor,False,0.23116389036821822
4126,female,75.5,master,True,0.5346138240975569
1735,male,61.0,bachelor,False,0.2525595965344996
785,female,58.0,master,True,0.29259188248979434
167,female,61.0,bachelor,False,0.15867713038201253
4072,male,78.0,master,True,0.7042675613239725
4210,male,77.6,master,True,0.699381532613738
2237,female,75.0,master,False,0.5273454931129543
1640,male,49.0,bachelor,False,0.143629177024432
4003,male,52.0,master,False,0.34299787129889264
901,male,57.0,bachelor,False,0.2110688883057497
3065,female,57.0,master,False,0.2806578534935935
1212,male,60.0,bachelor,True,0.24170049340717065
3423,female,71.0,master,True,0.46904068457869735
2998,male,70.0,bachelor,False,0.3636258268758838
3354,female,65.0,master,True,0.3836163632063194
3392,male,62.0,master,False,0.48344474544511407
294,male,51.0,master,False,0.3299668937819473
800,male,66.0,bachelor,False,0.3114930393475034
730,male,51.0,master,False,0.3299668937819473
98,female,69.0,master,True,0.4401041344132044
247,male,63.0,bachelor,True,0.2752267047540975
3085,female,58.0,bachelor,False,0.1366709937501278
731,male,54.0,master,False,0.3697663134695441
1122,female,73.0,master,False,0.4981869253070263
1515,female,67.0,master,False,0.41156899671580177
969,female,66.0,phd,True,0.3840793379108966
3823,female,71.0,phd,True,0.4550194036398693
2404,male,61.0,bachelor,False,0.2525595965344996
1980,female,67.0,master,False,0.41156899671580177
3002,male,59.0,bachelor,False,0.23116389036821822
3739,male,57.0,master,False,0.41141858102833073
4208,female,65.0,master,False,0.3836163632063194
1273,male,66.0,master,False,0.5417132890755626
2975,female,69.0,master,True,0.4401041344132044
3715,female,70.0,phd,False,0.4405865526491626
3304,male,57.0,phd,False,0.39782919824992036
3996,female,62.0,bachelor,False,0.16662579625131718
1792,other,58.0,master,True,0.2860832518854322
3577,male,62.0,bachelor,False,0.26373689285705054
2756,female,55.0,bachelor,False,0.11729130072523872
2069,female,71.0,master,False,0.46904068457869735
1090,male,53.0,master,True,0.35626983351405667
108,female,61.0,bachelor,False,0.15867713038201253
2005,male,56.0,master,True,0.39736034213948024
1534,female,62.0,bachelor,False,0.16662579625131718
945,female,60.0,master,False,0.317326509828931
4203,male,56.87,master,True,0.40958228448757494
2323,female,65.0,master,False,0.3836163632063194
1056,female,54.0,master,False,0.2466952446742233
53,male,55.0,phd,True,0.3702226127377376
534,female,65.0,master,True,0.3836163632063194
1691,male,52.0,bachelor,False,0.16653956371499962
1568,male,53.0,master,True,0.35626983351405667
1335,male,62.0,bachelor,True,0.26373689285705054
3432,female,55.0,master,False,0.25770248965373954
151,male,48.0,bachelor,False,0.1365977225212692
2363,male,56.0,bachelor,False,0.20151277024365785
2597,female,62.0,master,False,0.34313785560302074
526,male,64.0,bachelor,False,0.28702193945540727
2367,female,66.0,bachelor,False,0.2016127310753076
1259,female,56.0,bachelor,False,0.12347106500818353
4169,male,61.26,master,False,0.47266718800035534
3838,male,51.0,bachelor,False,0.158594228620695
2167,male,50.0,bachelor,False,0.15095929616627174
1789,male,58.0,bachelor,False,0.22095277724397458
1607,female,64.0,master,False,0.36991107157018926
569,female,71.0,master,True,0.46904068457869735
2959,male,58.0,master,True,0.4256229144472507
2632,male,64.0,bachelor,False,0.28702193945540727
2722,male,60.0,bachelor,False,0.24170049340717065
366,male,54.0,master,False,0.3697663134695441
2563,female,71.0,phd,True,0.4550194036398693
3609,male,64.0,master,False,0.5126218986564948
2080,female,68.0,master,True,0.42577476660183533
3277,male,55.0,bachelor,False,0.1922838552408753
1499,male,56.0,phd,False,0.3839324137439595
647,female,64.0,bachelor,True,0.18347357087035226
4110,female,72.0,master,True,0.48359985797508914
1188,male,64.0,master,False,0.5126218986564948
321,male,64.0,bachelor,False,0.28702193945540727
1535,female,69.0,master,False,0.4401041344132044
1194,male,53.0,master,True,0.35626983351405667
385,male,66.0,bachelor,True,0.3114930393475034
1869,male,55.0,bachelor,True,0.1922838552408753
3857,male,62.0,master,False,0.48344474544511407
3754,male,64.0,master,False,0.5126218986564948
1749,male,58.0,master,True,0.4256229144472507
2333,other,59.0,bachelor,False,0.13985413070693828
2549,female,64.0,bachelor,False,0.18347357087035226
3746,male,65.0,bachelor,True,0.2991140552123445
1249,female,70.0,bachelor,False,0.2418143522538268
3205,male,56.0,bachelor,False,0.20151277024365785
4049,female,52.0,master,False,0.225646359452894
1398,male,51.0,bachelor,False,0.158594228620695
2690,male,61.0,master,False,0.4688860017176601
4036,male,57.0,master,False,0.41141858102833073
2880,male,72.0,bachelor,False,0.39104594422161537
1451,female,58.0,bachelor,False,0.1366709937501278
138,female,65.0,bachelor,False,0.19238034103756027
2196,female,70.0,master,False,0.4545340226061956
3016,male,62.0,master,False,0.48344474544511407
322,female,67.0,bachelor,False,0.21117233581533543
3611,male,74.0,master,True,0.6534448360108889
288,male,75.0,master,True,0.6665423672593073
2292,male,61.0,bachelor,False,0.2525595965344996
2076,female,66.0,bachelor,False,0.2016127310753076
3478,female,57.0,bachelor,False,0.12992849918757493
116,male,59.0,bachelor,True,0.23116389036821822
4,female,59.0,master,True,0.30481833410020703
3348,male,69.0,phd,False,0.5710026171470267
3816,male,72.0,master,False,0.6265565743473186
1291,male,65.0,phd,False,0.5131109590806925
3047,male,45.0,bachelor,False,0.11722700845327887
723,male,66.0,master,True,0.5417132890755626
3672,female,63.0,bachelor,False,0.17488986666496756
401,male,70.0,master,True,0.5988627960100752
3043,male,66.0,bachelor,False,0.3114930393475034
1171,male,68.0,bachelor,False,0.337064168138769
4214,male,53.0,master,False,0.35626983351405667
3108,female,70.0,master,True,0.4545340226061956
3401,male,62.0,bachelor,False,0.26373689285705054
3273,male,59.0,phd,False,0.42610153949969704
2248,male,73.0,master,False,0.640110626880728
3431,female,74.0,phd,False,0.49867630497669
610,male,49.0,bachelor,False,0.143629177024432
930,male,57.0,bachelor,False,0.2110688883057497
4136,female,64.0,master,False,0.36991107157018926
2520,female,70.0,master,True,0.4545340226061956
3697,male,53.0,master,False,0.35626983351405667
2758,male,64.0,master,False,0.5126218986564948
3849,female,60.0,bachelor,False,0.15103892334446495
4176,female,56.0,master,True,0.26902546886575757
349,male,50.0,bachelor,False,0.15095929616627174
1078,male,66.0,phd,True,0.5276785849010576
1579,male,63.0,bachelor,False,0.2752267047540975
845,female,60.0,bachelor,False,0.15103892334446495
107,male,58.0,bachelor,False,0.22095277724397458
1928,male,64.0,master,False,0.5126218986564948
934,female,64.0,bachelor,False,0.18347357087035226
521,male,57.0,bachelor,True,0.2110688883057497
469,male,59.0,bachelor,True,0.23116389036821822
2250,male,68.0,master,True,0.5705230347959608
1023,female,67.0,master,False,0.41156899671580177
2599,male,57.0,master,False,0.41141858102833073
259,female,69.0,master,False,0.4401041344132044
2507,female,56.0,master,True,0.26902546886575757
3246,male,64.0,bachelor,False,0.28702193945540727
3837,male,61.0,bachelor,False,0.2525595965344996
3643,female,61.0,bachelor,False,0.15867713038201253
3206,male,61.0,master,False,0.4688860017176601
496,male,68.0,master,False,0.5705230347959608
3288,other,60.0,bachelor,False,0.14702466670968709
25,male,68.0,master,False,0.5705230347959608
591,female,63.0,master,True,0.35641229598515717
814,male,57.0,bachelor,True,0.2110688883057497
781,female,71.0,master,False,0.46904068457869735
3831,female,73.0,phd,True,0.48408873152910703
2643,female,60.0,bachelor,False,0.15103892334446495
16,male,63.0,phd,False,0.48393360914072353
1039,male,62.0,master,True,0.48344474544511407
2482,female,65.0,bachelor,False,0.19238034103756027
1741,male,61.0,master,True,0.4688860017176601
1221,female,63.0,phd,True,0.34357920885111765
1546,other,60.0,bachelor,False,0.14702466670968709
983,male,65.0,bachelor,False,0.2991140552123445
4094,male,64.0,master,True,0.5126218986564948
629,male,55.0,bachelor,True,0.1922838552408753
1292,female,75.0,master,True,0.5273454931129543
1447,female,70.0,bachelor,True,0.2418143522538268
1857,female,64.0,master,False,0.36991107157018926
3360,female,65.0,bachelor,True,0.19238034103756027
1457,male,59.0,bachelor,False,0.23116389036821822
1967,male,58.0,bachelor,False,0.22095277724397458
2336,female,57.0,bachelor,False,0.12992849918757493
2079,male,74.0,master,False,0.6534448360108889
2785,female,70.0,master,False,0.4545340226061956
2004,male,72.0,master,False,0.6265565743473186
2473,female,63.0,bachelor,False,0.17488986666496756
3201,male,70.0,master,True,0.5988627960100752
2331,female,67.0,master,False,0.41156899671580177
3712,male,69.0,master,True,0.584763004775399
3523,female,70.0,master,True,0.4545340226061956
3262,male,56.0,bachelor,False,0.20151277024365785
1560,male,69.0,master,True,0.584763004775399
3053,male,55.0,bachelor,False,0.1922838552408753
2305,male,55.0,master,False,0.3834695058793903
1623,male,58.0,master,True,0.4256229144472507
1481,female,71.0,master,False,0.46904068457869735
2625,male,55.0,bachelor,False,0.1922838552408753
1969,female,69.0,bachelor,True,0.2312742995216475
2684,male,58.0,bachelor,False,0.22095277724397458
3115,male,64.0,master,False,0.5126218986564948
1208,male,54.0,master,True,0.3697663134695441
3060,female,68.0,master,True,0.42577476660183533
851,female,65.0,master,True,0.3836163632063194
290,male,64.0,bachelor,True,0.28702193945540727
939,male,62.0,master,True,0.48344474544511407
2539,female,70.0,bachelor,False,0.2418143522538268
716,female,60.0,bachelor,False,0.15103892334446495
962,male,60.0,bachelor,False,0.24170049340717065
1301,male,56.0,master,True,0.39736034213948024
110,male,62.0,bachelor,True,0.26373689285705054
4175,male,65.0,master,False,0.5271906737748587
1262,male,51.0,master,True,0.3299668937819473
742,male,57.0,bachelor,False,0.2110688883057497
1950,female,66.0,master,False,0.3975090893070118
3801,male,74.0,master,True,0.6534448360108889
3464,female,69.0,bachelor,False,0.2312742995216475
1323,male,61.0,master,False,0.4688860017176601
709,female,55.0,bachelor,True,0.11729130072523872
2147,female,63.0,bachelor,False,0.17488986666496756
3496,male,57.0,bachelor,False,0.2110688883057497
3909,female,61.0,bachelor,False,0.15867713038201253
1091,female,75.0,phd,True,0.513266132218032
1166,female,62.0,bachelor,False,0.16662579625131718
509,male,67.0,master,True,0.5561653745148183
1589,female,58.0,bachelor,False,0.1366709937501278
3113,male,61.0,bachelor,False,0.2525595965344996
4108,male,69.0,master,True,0.584763004775399
1067,male,59.0,bachelor,True,0.23116389036821822
3677,female,50.0,bachelor,False,0.09028224700671397
2302,male,59.0,bachelor,True,0.23116389036821822
2752,male,69.0,master,False,0.584763004775399
2472,female,73.0,master,False,0.4981869253070263
686,male,57.0,master,True,0.41141858102833073
702,female,59.0,master,False,0.30481833410020703
2152,female,62.0,master,True,0.34313785560302074
1055,female,63.0,bachelor,False,0.17488986666496756
2031,male,67.0,master,True,0.5561653745148183
3916,male,66.0,master,True,0.5417132890755626
2033,male,54.0,bachelor,False,0.18338053783884645
356,male,58.0,master,True,0.4256229144472507
4074,male,70.2,master,True,0.6016640166294811
1158,male,64.0,master,False,0.5126218986564948
3088,male,65.0,master,True,0.5271906737748587
1318,female,55.0,master,False,0.25770248965373954
1184,male,69.0,bachelor,False,0.3502289240867117
3787,female,61.0,bachelor,False,0.15867713038201253
937,male,68.0,bachelor,False,0.337064168138769
3023,female,64.0,master,False,0.36991107157018926
1098,male,59.0,master,True,0.43995108723030435
4183,male,69.0,master,True,0.584763004775399
2252,male,51.0,master,True,0.3299668937819473
1963,male,67.0,bachelor,True,0.32414739936241505
3475,male,74.0,bachelor,True,0.41917178728157584
1697,female,59.0,bachelor,False,0.14370559217339154
857,female,52.0,master,False,0.225646359452894
3865,female,60.0,bachelor,False,0.15103892334446495
1312,female,67.0,bachelor,False,0.21117233581533543
3308,female,75.0,phd,True,0.513266132218032
105,female,63.0,bachelor,False,0.17488986666496756
3131,male,63.0,master,False,0.498031646353057
1384,male,67.0,master,False,0.5561653745148183
3871,female,61.0,bachelor,False,0.15867713038201253
2446,male,66.0,master,False,0.5417132890755626
2032,male,52.0,master,False,0.34299787129889264
